,action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id,uniprotID
3,INHIBITOR,DNA topoisomerase II alpha inhibitor,CHEMBL1200645,CHEMBL1806,P11388
4,INHIBITOR,DNA topoisomerase II alpha inhibitor,CHEMBL1096885,CHEMBL1806,P11388
5,INHIBITOR,Angiotensin-converting enzyme inhibitor,CHEMBL1200343,CHEMBL1808,P12821
6,ANTAGONIST,Histamine H1 receptor antagonist,CHEMBL1200532,CHEMBL231,P35367
7,ANTAGONIST,Histamine H1 receptor antagonist,CHEMBL1201747,CHEMBL231,P35367
8,ANTAGONIST,Histamine H1 receptor antagonist,CHEMBL2360580,CHEMBL231,P35367
9,ANTAGONIST,Histamine H1 receptor antagonist,CHEMBL1200959,CHEMBL231,P35367
10,INHIBITOR,Phosphodiesterase 5A inhibitor,CHEMBL1963681,CHEMBL1827,O76074
11,ANTAGONIST,Serotonin 2b (5-HT2b) receptor antagonist,CHEMBL3989558,CHEMBL1833,P41595
12,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,CHEMBL421,CHEMBL215,P09917
13,ANTAGONIST,Muscarinic acetylcholine receptor M1 antagonist,CHEMBL1578,CHEMBL216,P11229
14,ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL2361370,CHEMBL213,P08588
15,ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1201731,CHEMBL213,P08588
16,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL842,CHEMBL1876,P55017
17,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL1684,CHEMBL1876,P55017
18,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL1587,CHEMBL1876,P55017
19,AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1201032,CHEMBL1898,P28222
20,INHIBITOR,FK506-binding protein 1A inhibitor,CHEMBL1908360,CHEMBL1902,P62942
21,INHIBITOR,FK506-binding protein 1A inhibitor,CHEMBL1200686,CHEMBL1902,P62942
22,INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL1201059,CHEMBL1939,P13922
23,ANTAGONIST,Histamine H2 receptor antagonist,CHEMBL3183075,CHEMBL1941,P25021
24,ANTAGONIST,Histamine H2 receptor antagonist,CHEMBL30,CHEMBL1941,P25021
25,PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL3989558,CHEMBL214,P08908
26,INHIBITOR,Thymidylate synthase inhibitor,CHEMBL1773,CHEMBL1952,P04818
27,INHIBITOR,Tyrosine 3-hydroxylase inhibitor,CHEMBL1200862,CHEMBL1969,P07101
28,AGONIST,Vitamin D receptor agonist,CHEMBL1200622,CHEMBL1977,P11473
29,AGONIST,Vitamin D receptor agonist,CHEMBL846,CHEMBL1977,P11473
30,AGONIST,Vitamin D receptor agonist,CHEMBL1200810,CHEMBL1977,P11473
31,AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1201032,CHEMBL1983,P28221
32,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL3989558,CHEMBL225,P28335
33,AGONIST,Prostanoid FP receptor agonist,CHEMBL1963683,CHEMBL1987,P43088
34,AGONIST,Prostanoid FP receptor agonist,CHEMBL1200799,CHEMBL1987,P43088
35,AGONIST,Prostanoid FP receptor agonist,CHEMBL1237105,CHEMBL1987,P43088
36,AGONIST,Mineralocorticoid receptor agonist,CHEMBL1200542,CHEMBL1994,P08235
37,AGONIST,Mineralocorticoid receptor agonist,CHEMBL1200592,CHEMBL1994,P08235
38,ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1509,CHEMBL1994,P08235
39,AGONIST,Prostanoid IP receptor agonist,CHEMBL1237119,CHEMBL1995,P43119
40,MODULATOR,Synaptic vesicle glycoprotein 2A modulator,CHEMBL1286,CHEMBL1998,Q7L0J3
41,INHIBITOR,Fatty acid synthase inhibitor,CHEMBL614,CHEMBL2011,P95029
42,INHIBITOR,Dihydropteroate synthetase inhibitor,CHEMBL1539,CHEMBL2013,Q25704
43,INHIBITOR,Dihydropteroate synthetase inhibitor,CHEMBL1201056,CHEMBL2013,Q25704
44,INHIBITOR,Dopamine transporter inhibitor,CHEMBL1201192,CHEMBL238,Q01959
45,AGONIST,Mu opioid receptor agonist,CHEMBL1237104,CHEMBL233,P35372
46,AGONIST,Mu opioid receptor agonist,CHEMBL1200817,CHEMBL233,P35372
47,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1200514,CHEMBL220,P22303
48,INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,CHEMBL2103868,CHEMBL279,P35968
49,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200865,CHEMBL2034,P04150
50,AGONIST,Glucocorticoid receptor agonist,CHEMBL1201109,CHEMBL2034,P04150
51,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200908,CHEMBL2034,P04150
52,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200449,CHEMBL2034,P04150
53,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200774,CHEMBL2034,P04150
54,AGONIST,Glucocorticoid receptor agonist,CHEMBL1201148,CHEMBL2034,P04150
55,AGONIST,Glucocorticoid receptor agonist,CHEMBL2040682,CHEMBL2034,P04150
56,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200953,CHEMBL2034,P04150
57,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL1486,CHEMBL247,Q72547
58,INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL1201746,CHEMBL202,P00374
59,AGONIST,Estrogen receptor alpha agonist,CHEMBL1200430,CHEMBL206,P03372
60,AGONIST,Estrogen receptor alpha agonist,CHEMBL1200973,CHEMBL206,P03372
61,OTHER,Glutathione reductase ,CHEMBL1372,CHEMBL2755,P00390
62,INHIBITOR,3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type II inhibitor,CHEMBL1200907,CHEMBL3670,P26439
63,INHIBITOR,Hepatocyte growth factor receptor inhibitor,CHEMBL2103868,CHEMBL3717,P08581
64,AGONIST,Beta-3 adrenergic receptor agonist,CHEMBL2095212,CHEMBL246,P13945
65,BLOCKER,Voltage-gated N-type calcium channel alpha-1B subunit blocker,CHEMBL1286,CHEMBL4478,Q00975
66,OPENER,Chloride channel protein 2 opener,CHEMBL1201134,CHEMBL1628478,P51788
67,AGONIST,Progesterone receptor agonist,CHEMBL1387,CHEMBL208,P06401
68,AGONIST,Progesterone receptor agonist,CHEMBL1200853,CHEMBL208,P06401
69,AGONIST,Progesterone receptor agonist,CHEMBL1389,CHEMBL208,P06401
70,AGONIST,Progesterone receptor agonist,CHEMBL1509,CHEMBL208,P06401
71,INHIBITOR,Phosphodiesterase 4 inhibitor,CHEMBL1752,CHEMBL2093863,P27815
72,INHIBITOR,Phosphodiesterase 4 inhibitor,CHEMBL1370561,CHEMBL2093863,P27815
73,MODULATOR,Estrogen receptor modulator,CHEMBL2105395,CHEMBL2093866,Q92731
74,INHIBITOR,Potassium-transporting ATPase inhibitor,CHEMBL1201863,CHEMBL2095173,P20648
75,INHIBITOR,Tubulin inhibitor,CHEMBL1201748,CHEMBL2095182,P68371
76,INHIBITOR,Tubulin inhibitor,CHEMBL1201752,CHEMBL2095182,P68371
77,INHIBITOR,Phosphodiesterase 3 inhibitor,CHEMBL1370561,CHEMBL2094125,Q14432
78,INHIBITOR,Cyclooxygenase inhibitor,CHEMBL421,CHEMBL2094253,P35354
79,INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1120,CHEMBL2094253,P35354
80,INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1021,CHEMBL2094253,P35354
81,INHIBITOR,Cyclooxygenase inhibitor,CHEMBL25,CHEMBL2094253,P35354
82,INHIBITOR,DNA topoisomerase II inhibitor,CHEMBL452231,CHEMBL2094255,P11388
83,ANTAGONIST,Adenosine receptor antagonist,CHEMBL1370561,CHEMBL2111329,P30542
84,ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL730,CHEMBL2111348,Q02153
85,ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL1200689,CHEMBL2111348,Q02153
86,ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL1311,CHEMBL2111348,Q02153
87,ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL6622,CHEMBL2111348,Q02153
88,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL1456,CHEMBL2111369,P20839
89,AGONIST,Somatostatin receptor agonist,CHEMBL1200480,CHEMBL2111436,P35346
90,OPENER,"Sulfonylurea receptor 2, Kir6.2 opener",CHEMBL802,CHEMBL2095198,Q14654
91,BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL1481,CHEMBL2096972,Q14654
92,BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL1589,CHEMBL2096972,Q14654
93,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,CHEMBL1750,CHEMBL2095215,P23921
94,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,CHEMBL1637,CHEMBL2095215,P23921
95,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,CHEMBL1096882,CHEMBL2095215,P23921
96,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,CHEMBL1200983,CHEMBL2095215,P23921
97,INHIBITOR,Kelch-like ECH-associated protein 1 inhibitor,CHEMBL2107333,CHEMBL2069156,Q14145
98,AGONIST,Androgen Receptor agonist,CHEMBL1200335,CHEMBL1871,P10275
99,AGONIST,Androgen Receptor agonist,CHEMBL1200946,CHEMBL1871,P10275
100,AGONIST,Androgen Receptor agonist,CHEMBL1200436,CHEMBL1871,P10275
101,AGONIST,Androgen Receptor agonist,CHEMBL1201101,CHEMBL1871,P10275
102,AGONIST,Androgen Receptor agonist,CHEMBL1200412,CHEMBL1871,P10275
103,AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1200893,CHEMBL210,P07550
104,ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1201731,CHEMBL210,P07550
105,ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL2361370,CHEMBL210,P07550
106,INHIBITOR,Phosphodiesterase 3A inhibitor,CHEMBL1752,CHEMBL241,Q14432
107,INHIBITOR,Bacterial DNA-directed RNA polymerase inhibitor,CHEMBL444633,CHEMBL2364672,P0A8V2
108,INHIBITOR,Bacterial DNA-directed RNA polymerase inhibitor,CHEMBL1660,CHEMBL2364672,P0A8V2
109,INHIBITOR,Slowly adapting pulmonary stretch receptor inhibitor,CHEMBL1374379,CHEMBL2364682,
110,INHIBITOR,Envelope glycoprotein inhibitor,CHEMBL1200453,CHEMBL2364696,P10211
111,INHIBITOR,Penicillin-binding protein inhibitor,CHEMBL1201041,CHEMBL2363020,Q51504
112,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1200454,CHEMBL1872,P04293
113,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL880,CHEMBL1872,P04293
114,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL1201765,CHEMBL211,P08172
115,ANTAGONIST,Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL1739,CHEMBL2362997,P02708
116,ANTAGONIST,Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL1200648,CHEMBL2362997,P02708
117,AGONIST,Glycine receptor (alpha-1/beta) agonist,CHEMBL1341,CHEMBL2363052,P23415
118,POSITIVE MODULATOR,Glycine receptor (alpha-1/beta) positive modulator,CHEMBL1200733,CHEMBL2363052,P23415
119,POSITIVE MODULATOR,Glycine receptor (alpha-1/beta) positive modulator,CHEMBL1257,CHEMBL2363052,P23415
120,POSITIVE MODULATOR,Glycine receptor (alpha-1/beta) positive modulator,CHEMBL1200694,CHEMBL2363052,P23415
121,POSITIVE MODULATOR,Glycine receptor (alpha-1/beta) positive modulator,CHEMBL1256,CHEMBL2363052,P23415
122,SEQUESTERING AGENT,Hydroxyapatite sequestering agent,CHEMBL1200983,CHEMBL2363055,
123,CHELATING AGENT,Iron chelating agent,CHEMBL550348,CHEMBL2363058,
124,INHIBITOR,Sodium/potassium-transporting ATPase inhibitor,CHEMBL1614,CHEMBL2095186,P05023
125,INHIBITOR,Sodium/potassium-transporting ATPase inhibitor,CHEMBL3545057,CHEMBL2095186,P05023
126,POSITIVE MODULATOR,GABA-A receptor; anion channel positive modulator,CHEMBL1341,CHEMBL2093872,P14867
127,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL568,CHEMBL2093872,P14867
128,AGONIST,GABA-A receptor; anion channel agonist,CHEMBL979,CHEMBL2093872,P14867
129,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL70418,CHEMBL2093872,P14867
130,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL454,CHEMBL2093872,P14867
131,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL1200733,CHEMBL2093872,P14867
132,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL285674,CHEMBL2093872,P14867
133,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL1200802,CHEMBL2093872,P14867
134,POSITIVE MODULATOR,GABA-A receptor; anion channel positive modulator,CHEMBL1102,CHEMBL2093872,P14867
135,POSITIVE MODULATOR,GABA-A receptor; anion channel positive modulator,CHEMBL1257,CHEMBL2093872,P14867
136,POSITIVE MODULATOR,GABA-A receptor; anion channel positive modulator,CHEMBL591,CHEMBL2093872,P14867
137,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL450,CHEMBL2093872,P14867
138,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL1200790,CHEMBL2093872,P14867
139,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL969,CHEMBL2093872,P14867
140,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL1200472,CHEMBL2093872,P14867
141,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL1200694,CHEMBL2093872,P14867
142,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL967,CHEMBL2093872,P14867
143,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL970,CHEMBL2093872,P14867
144,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL1256,CHEMBL2093872,P14867
145,AGONIST,Vasopressin receptor agonist,CHEMBL1200690,CHEMBL2363078,P30518
146,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL446,CHEMBL2364668,P0AC13
147,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL1525826,CHEMBL2364668,P0AC13
148,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL1200910,CHEMBL2364668,P0AC13
149,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL438,CHEMBL2364668,P0AC13
150,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL1200359,CHEMBL2364668,P0AC13
151,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL1191,CHEMBL2364668,P0AC13
152,SEQUESTERING AGENT,Glutamine sequestering agent,CHEMBL2105745,CHEMBL2366039,
153,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1095930,CHEMBL2354204,P24228
154,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1200971,CHEMBL2354204,P24228
155,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1201046,CHEMBL2354204,P24228
156,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1232,CHEMBL2354204,P24228
157,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL491571,CHEMBL2354204,P24228
158,INHIBITOR,Bacterial penicillin-binding protein 2 inhibitor,CHEMBL530,CHEMBL2354313,P0AD65
159,POSITIVE ALLOSTERIC MODULATOR,"Carbamoyl-phosphate synthase [ammonia], mitochondrial positive allosteric modulator",CHEMBL1201780,CHEMBL2362990,P31327
160,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1200937,CHEMBL2363135,P0A7V0
161,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL376140,CHEMBL2363135,P0A7V0
162,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL261772,CHEMBL2363135,P0A7V0
163,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1200649,CHEMBL2363135,P0A7V0
164,SEQUESTERING AGENT,Ergosterol sequestering agent,CHEMBL1200656,CHEMBL2364028,
165,INHIBITOR,Cell membrane inhibitor,CHEMBL1200647,CHEMBL2364035,
166,INHIBITOR,70S ribosome inhibitor,CHEMBL1658,CHEMBL2364096,
167,INHIBITOR,70S ribosome inhibitor,CHEMBL1658,CHEMBL2364103,
168,INHIBITOR,DNA inhibitor,CHEMBL1201112,CHEMBL2311221,
169,INHIBITOR,DNA inhibitor,CHEMBL514,CHEMBL2311221,
170,INHIBITOR,DNA inhibitor,CHEMBL414804,CHEMBL2311221,
171,INHIBITOR,DNA inhibitor,CHEMBL1351,CHEMBL2311221,
172,INHIBITOR,DNA inhibitor,CHEMBL810,CHEMBL2311221,
173,INHIBITOR,DNA inhibitor,CHEMBL476,CHEMBL2311221,
174,INHIBITOR,DNA inhibitor,CHEMBL1024,CHEMBL2311221,
175,INHIBITOR,DNA inhibitor,CHEMBL1750,CHEMBL2311221,
176,INHIBITOR,DNA inhibitor,CHEMBL1773,CHEMBL2311221,
177,INHIBITOR,DNA inhibitor,CHEMBL1096885,CHEMBL2311221,
178,INHIBITOR,RNA inhibitor,CHEMBL1773,CHEMBL2311222,
179,INHIBITOR,DNA polymerase (alpha/delta/epsilon) inhibitor,CHEMBL1750,CHEMBL2363042,P09884
180,INHIBITOR,DNA polymerase (alpha/delta/epsilon) inhibitor,CHEMBL1096882,CHEMBL2363042,P09884
181,INHIBITOR,DNA polymerase (alpha/delta/epsilon) inhibitor,CHEMBL1637,CHEMBL2363042,P09884
182,MODULATOR,Voltage-gated calcium channel modulator,CHEMBL1628502,CHEMBL2363032,O95180
183,INHIBITOR,DNA polymerase/reverse transcriptase inhibitor,CHEMBL713,CHEMBL2362994,Q9IF40
184,INHIBITOR,DNA polymerase/reverse transcriptase inhibitor,CHEMBL374731,CHEMBL2362994,Q9IF40
185,INHIBITOR,DNA inhibitor,CHEMBL847,CHEMBL2366043,
186,INHIBITOR,DNA inhibitor,CHEMBL1220,CHEMBL2366045,
187,OPENER,Potassium channel subfamily K member 10 opener,CHEMBL1200733,CHEMBL2331041,P57789
188,OPENER,Potassium channel subfamily K member 10 opener,CHEMBL1200694,CHEMBL2331041,P57789
189,OPENER,Potassium channel subfamily K member 10 opener,CHEMBL1256,CHEMBL2331041,P57789
190,OPENER,Potassium channel subfamily K member 10 opener,CHEMBL1257,CHEMBL2331041,P57789
191,OPENER,Potassium channel subfamily K member 18 opener,CHEMBL1200733,CHEMBL2331042,Q7Z418
192,OPENER,Potassium channel subfamily K member 18 opener,CHEMBL1200694,CHEMBL2331042,Q7Z418
193,OPENER,Potassium channel subfamily K member 18 opener,CHEMBL1256,CHEMBL2331042,Q7Z418
194,OPENER,Potassium channel subfamily K member 18 opener,CHEMBL1257,CHEMBL2331042,Q7Z418
195,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL918,CHEMBL2331043,P35498
196,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200715,CHEMBL2331043,P35498
197,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1201022,CHEMBL2331043,P35498
198,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1095,CHEMBL2331043,P35498
199,OPENER,Potassium channel subfamily K member 3 opener,CHEMBL1200733,CHEMBL2321613,O14649
200,OPENER,Potassium channel subfamily K member 3 opener,CHEMBL1200694,CHEMBL2321613,O14649
201,OPENER,Potassium channel subfamily K member 3 opener,CHEMBL1256,CHEMBL2321613,O14649
202,OPENER,Potassium channel subfamily K member 3 opener,CHEMBL1257,CHEMBL2321613,O14649
203,OPENER,Potassium channel subfamily K member 9 opener,CHEMBL1200733,CHEMBL2321614,Q9NPC2
204,OPENER,Potassium channel subfamily K member 9 opener,CHEMBL1200694,CHEMBL2321614,Q9NPC2
205,OPENER,Potassium channel subfamily K member 9 opener,CHEMBL1256,CHEMBL2321614,Q9NPC2
206,OPENER,Potassium channel subfamily K member 9 opener,CHEMBL1257,CHEMBL2321614,Q9NPC2
207,OPENER,Potassium channel subfamily K member 2 opener,CHEMBL1200733,CHEMBL2321615,O95069
208,OPENER,Potassium channel subfamily K member 2 opener,CHEMBL1257,CHEMBL2321615,O95069
209,OPENER,Potassium channel subfamily K member 2 opener,CHEMBL1200694,CHEMBL2321615,O95069
210,OPENER,Potassium channel subfamily K member 2 opener,CHEMBL1256,CHEMBL2321615,O95069
211,INHIBITOR,DNA-directed RNA polymerase inhibitor,CHEMBL1255800,CHEMBL2363852,Q18CI5
212,INHIBITOR,70S ribosome inhibitor,CHEMBL614,CHEMBL2363965,P9WHE1
213,BLOCKER,Voltage-gated T-type calcium channel blocker,CHEMBL797,CHEMBL2362995,O95180
214,BLOCKER,Voltage-gated T-type calcium channel blocker,CHEMBL1100,CHEMBL2362995,O95180
215,BLOCKER,Voltage-gated T-type calcium channel blocker,CHEMBL697,CHEMBL2362995,O95180
216,,Unknown,CHEMBL1200391,,
217,,Unknown,CHEMBL313972,,
218,,Unknown,CHEMBL1201015,,
219,,Unknown,CHEMBL720,,
220,,Unknown,CHEMBL1201050,,
221,,Unknown,CHEMBL1201864,,
222,,Unknown,CHEMBL1200714,,
223,,Unknown,CHEMBL1200709,,
224,,Unknown,CHEMBL1200354,,
225,,Unknown,CHEMBL604,,
226,,Unknown,CHEMBL1200660,,
227,,Unknown,CHEMBL361497,,
228,,Unknown,CHEMBL1200661,,
229,,Unknown,CHEMBL1200625,,
230,,Unknown,CHEMBL980,,
231,,Unknown,CHEMBL1576,,
232,,Unknown,CHEMBL1366,,
233,,Unknown,CHEMBL1200851,,
234,POSITIVE ALLOSTERIC MODULATOR,Soluble guanylate cyclase positive allosteric modulator,CHEMBL2107834,CHEMBL2111348,Q02153
235,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL2105689,CHEMBL1780,P10613
236,INHIBITOR,Hepatitis C virus NS5B RNA-dependent RNA polymerase inhibitor,CHEMBL1259059,CHEMBL5375,Q8JXU8
237,AGONIST,Melatonin receptor agonist,CHEMBL2103822,CHEMBL2094268,P48039
238,AGONIST,Androgen Receptor agonist,CHEMBL2107067,CHEMBL1871,P10275
239,INHIBITOR,Lanosterol 14-alpha demethylase inhibitor,CHEMBL2103877,CHEMBL3307221,F2SHH3
240,INHIBITOR,Nonstructural protein 5A inhibitor,CHEMBL2374220,CHEMBL3307224,Q5L478
241,INHIBITOR,Nonstructural protein 5A inhibitor,CHEMBL3127326,CHEMBL3307224,Q5L478
242,SEQUESTERING AGENT,Phosphate sequestering agent,CHEMBL3301597,CHEMBL2364184,
243,INHIBITOR,Topoisomerase IV inhibitor,CHEMBL1908370,CHEMBL3038508,P0C1U9
244,INHIBITOR,Topoisomerase IV inhibitor,CHEMBL1908370,CHEMBL3390827,Q9HUK1
245,INHIBITOR,DNA gyrase inhibitor,CHEMBL1908370,CHEMBL3038482,P0A0K8
246,INHIBITOR,DNA gyrase inhibitor,CHEMBL1908370,CHEMBL3390828,P48372
247,INHIBITOR,Neprilysin inhibitor,CHEMBL3137301,CHEMBL1944,P08473
248,INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL3391662,CHEMBL2095231,D2K2A8
249,INHIBITOR,Phosphodiesterase 4 inhibitor,CHEMBL1200434,CHEMBL2093863,P27815
250,INHIBITOR,Phosphodiesterase 3 inhibitor,CHEMBL1200434,CHEMBL2094125,Q14432
251,ANTAGONIST,Adenosine receptor antagonist,CHEMBL1200434,CHEMBL2111329,P30542
252,PARTIAL AGONIST,Dopamine D2 receptor partial agonist,CHEMBL2219425,CHEMBL217,P14416
253,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL2219425,CHEMBL224,P28223
254,PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL2219425,CHEMBL214,P08908
255,INHIBITOR,DNA inhibitor,CHEMBL450449,CHEMBL2311221,
256,AGONIST,Prostanoid IP receptor agonist,CHEMBL238804,CHEMBL1995,P43119
257,ANTAGONIST,Glucocorticoid receptor antagonist,CHEMBL4068611,CHEMBL2034,P04150
258,INHIBITOR,Tyrosine-protein kinase SYK inhibitor,CHEMBL4116008,CHEMBL2599,P43405
259,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL4116008,CHEMBL2835,P23458
260,INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,CHEMBL4116008,CHEMBL2148,P52333
261,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor,CHEMBL4116008,CHEMBL3553,P29597
262,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,CHEMBL4208229,CHEMBL1862,P00519
263,INHIBITOR,Serine/threonine-protein kinase Aurora inhibitor,CHEMBL2140408,CHEMBL3430911,Q96GD4
264,INHIBITOR,Glycogen synthase kinase-3 inhibitor,CHEMBL1969664,CHEMBL2095188,P49840
265,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,CHEMBL3182621,CHEMBL3587,Q02750
266,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,CHEMBL3182621,CHEMBL2964,P36507
267,INHIBITOR,Fibroblast growth factor receptor inhibitor,CHEMBL3963485,CHEMBL2095217,P22607
268,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL4209157,CHEMBL5145,P15056
269,INHIBITOR,Tyrosine-protein kinase BTK inhibitor,CHEMBL4163691,CHEMBL5251,Q06187
270,INHIBITOR,Ribosomal protein S6 kinase 1 inhibitor,CHEMBL3545076,CHEMBL4501,P23443
271,INHIBITOR,PI3-kinase p110-alpha subunit inhibitor,CHEMBL3935857,CHEMBL4005,P42336
272,INHIBITOR,Tyrosine-protein kinase BTK inhibitor,CHEMBL4071161,CHEMBL5251,Q06187
273,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL3989868,CHEMBL1824,P04626
274,INHIBITOR,Serine/threonine-protein kinase PAK 4 inhibitor,CHEMBL3128043,CHEMBL4482,O96013
275,INHIBITOR,Serine/threonine-protein kinase Aurora inhibitor,CHEMBL482767,CHEMBL3430911,Q96GD4
276,INHIBITOR,Serine-protein kinase ATR inhibitor,CHEMBL3989870,CHEMBL5024,Q13535
277,INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL4113131,CHEMBL4247,Q9UM73
278,AGONIST,Cannabinoid CB2 receptor agonist,CHEMBL4175981,CHEMBL253,P34972
279,INHIBITOR,Cyclin-dependent kinase 4 inhibitor,CHEMBL3894860,CHEMBL331,P11802
280,INHIBITOR,Cyclin-dependent kinase 6 inhibitor,CHEMBL3894860,CHEMBL2508,Q00534
